,Date,Player,Venue,Team,Opposition,Position,TOI,Goals,First Assists,Second Assists,ixG,Shots Blocked,Total Penalties,Penalties Drawn,Faceoffs Won,Faceoffs Lost,GF,GA,xGF,xGA,Season,exGF,exGA,eGF,eGA,GFAA,GAAA,xGFAA,xGAAA,Production,Misc,Offense,Defense,Score,dob,Age,Career Game,Projection,Kalman,XGB,adjXGB,XGB_Lowess,adjXGB_Lowess,multiplier,Potential
0,2007-11-03,Luc Bourdon,away,Vancouver Canucks,Colorado Avalanche,D,13.95,0,0,0,0.0,0,0,0,0,0,1,0,0.31,0.16,20072008,0.5014,0.5014,0.5014,0.5014,0.49860000000000004,0.5014,-0.19139999999999996,0.3413999999999999,0.0,0.0,-0.35539999999999994,1.4027625,1.0473625,1987-02-17,20.723287671232878,10,0.0,1.0335848236684917,1.0335848236684917,1.1792422161679672,0.987152230981164,1.143157039151636,1.3112444186588577,1.2943978532406908
1,2007-11-08,Luc Bourdon,away,Vancouver Canucks,Calgary Flames,D,10.0,0,0,0,0.13,1,0,0,0,0,1,0,0.18,0.14,20072008,0.375,0.375,0.375,0.375,0.625,0.375,-0.195,0.235,0.115,0.0,-0.437,1.2670625,0.9450624999999999,1987-02-17,20.736986301369864,11,1.0473625,0.9895939883985707,0.9895939883985707,1.1463299521830774,0.9279503879037114,1.0633038355903532,1.3076972814185035,1.2134781995529291
2,2007-11-09,Luc Bourdon,home,Vancouver Canucks,Colorado Avalanche,D,9.6333333333333,0,0,0,0.0,3,0,0,0,0,0,0,0.0,0.0,20072008,0.3632666666666656,0.3632666666666656,0.3632666666666656,0.3632666666666656,-0.3632666666666656,0.3632666666666656,-0.3632666666666656,0.3632666666666656,0.15000000000000002,0.0,-1.1132666666666657,1.572195833333332,0.6089291666666662,1987-02-17,20.73972602739726,12,0.9959684447238152,0.8630513282490194,0.8630513282490194,0.9757022538917812,0.9233885310914338,1.0571357015558434,1.3069923909796575,1.206861784054387
3,2007-11-14,Luc Bourdon,home,Vancouver Canucks,Edmonton Oilers,D,11.15,0,0,0,0.02,0,1,0,0,0,0,0,0.29,0.59,20072008,0.4118,0.4118,0.4118,0.4118,-0.4118,0.4118,-0.12180000000000002,-0.17819999999999997,0.01,-0.15,-0.6978000000000001,0.2849625000000001,-0.5528375,1987-02-17,20.753424657534246,13,0.8663811601282434,0.5089948642265836,0.5089948642265836,0.6165550915038259,0.764481702941275,0.8770316394389299,1.3034904052679561,0.9964945647868598
4,2007-11-16,Luc Bourdon,home,Vancouver Canucks,Minnesota Wild,D,13.166666666667,1,0,0,0.08,0,0,0,0,0,1,0,0.56,0.11,20072008,0.476333333333344,0.476333333333344,0.476333333333344,0.476333333333344,0.5236666666666561,0.476333333333344,0.08366666666665606,0.366333333333344,0.79,0.0,0.06966666666665611,1.481729166666682,2.3413958333333382,1987-02-17,20.75890410958904,14,0.5078424239994722,0.8767325948703251,0.8767325948703251,1.0176597058662318,0.6854558855463595,0.789549145653246,1.3021000220364631,0.8925321236749381
5,2007-11-18,Luc Bourdon,home,Vancouver Canucks,Calgary Flames,D,17.8,0,0,0,0.0,2,0,0,0,0,1,0,0.23,0.8,20072008,0.6246,0.6246,0.6246,0.6246,0.37539999999999996,0.6246,-0.39460000000000006,-0.1754,0.1,0.0,-0.6066,0.10786250000000008,-0.39873749999999997,1987-02-17,20.764383561643836,15,0.8787622625400281,0.6626506122497549,0.6626506122497549,0.7484436860613126,0.6172363299414422,0.7151017940312165,1.300715541279542,0.8028488869971809
6,2007-11-20,Luc Bourdon,away,Vancouver Canucks,Edmonton Oilers,D,14.066666666667,0,0,0,0.02,0,0,0,0,0,0,0,0.13,0.42,20072008,0.5051333333333441,0.5051333333333441,0.5051333333333441,0.5051333333333441,-0.5051333333333441,0.5051333333333441,-0.3751333333333441,0.08513333333334411,0.01,0.0,-1.0471333333333441,0.8101291666666822,-0.2270041666666619,1987-02-17,20.76986301369863,16,0.6631296531833698,0.5341266198086112,0.5341266198086112,0.6404349255256278,0.5960248591125875,0.6922051243953932,1.2993369321741164,0.7744371119388594
7,2007-11-21,Luc Bourdon,away,Vancouver Canucks,Minnesota Wild,D,12.166666666667,0,0,0,0.04,1,0,0,0,0,1,0,0.11,0.17,20072008,0.444333333333344,0.444333333333344,0.444333333333344,0.444333333333344,0.555666666666656,0.444333333333344,-0.33433333333334403,0.274333333333344,0.07,0.0,-0.6183333333333441,1.297729166666682,0.7493958333333379,1987-02-17,20.77260273972603,17,0.5341594496299843,0.5614663622470972,0.5614663622470972,0.6470555201006604,0.5960988849201275,0.6923294107233727,1.2986498199192982,0.774123709555618
8,2007-11-23,Luc Bourdon,away,Vancouver Canucks,St Louis Blues,D,15.366666666667,0,0,0,0.06,1,1,0,0,0,1,0,0.36,0.25,20072008,0.5467333333333441,0.5467333333333441,0.5467333333333441,0.5467333333333441,0.45326666666665594,0.5467333333333441,-0.18673333333334408,0.29673333333334406,0.08,-0.15,-0.32073333333334414,1.2609291666666822,0.870195833333338,1987-02-17,20.778082191780822,18,0.5614436009120087,0.5965034457311938,0.5965034457311938,0.6927936189754175,0.596315437238796,0.6927218097939982,1.2972799609832835,0.7735880671548748
9,2008-01-31,Luc Bourdon,away,Vancouver Canucks,Tampa Bay Lightning,D,16.716666666667,1,0,0,0.02,3,0,0,0,0,1,1,0.22,0.31,20072008,0.5899333333333441,0.5899333333333441,0.5899333333333441,0.5899333333333441,0.4100666666666559,-0.4100666666666559,-0.3699333333333441,0.2799333333333441,0.91,0.0,-0.5879333333333441,0.6100291666666822,0.9320958333333381,1987-02-17,20.96712328767123,19,0.5962968262687514,0.6309815438782946,0.6309815438782946,0.757100272936648,0.6039028850239571,0.6566698437769094,1.2533747034670606,0.7569165994398046
