,Date,Player,Venue,Team,Opposition,Position,TOI,Goals,First Assists,Second Assists,ixG,Shots Blocked,Total Penalties,Penalties Drawn,Faceoffs Won,Faceoffs Lost,GF,GA,xGF,xGA,Season,exGF,exGA,eGF,eGA,GFAA,GAAA,xGFAA,xGAAA,Production,Misc,Offense,Defense,Score,dob,Age,RoundAge,Career Game,Adjusted,Projection,Kalman,XGB,adjXGB,XGB_Lowess,adjXGB_Lowess,multiplier,Potential
0,2018-12-01,Mason Appleton,away,Winnipeg Jets,New Jersey Devils,C,8.6,0,1,0,0.01,2,0,0,0,0,2,1,0.89,0.89,20182019,0.3302,0.3302,0.3302,0.3302,1.6698,-0.6698,0.5598000000000001,-0.5598000000000001,0.8049999999999999,0.0,1.199875,-0.9975987500000002,1.0072762499999999,1996-01-15,22.893150684931506,22.0,1,82.49278225806451,0.0,0.09468312822542035,0.09468312822542035,0.10469551070919064,0.13033162611260735,0.14417259775048713,1.0311904200214663,0.13439672427314028
1,2018-12-02,Mason Appleton,away,Winnipeg Jets,New York Rangers,C,7.5833333333333,0,0,0,0.25,1,0,0,0,0,1,0,0.55,0.05,20182019,0.29766666666666564,0.29766666666666564,0.29766666666666564,0.29766666666666564,0.7023333333333344,0.29766666666666564,0.2523333333333344,0.24766666666666565,0.175,0.0,0.382708333333334,0.8331312499999989,1.390839583333333,1996-01-15,22.895890410958906,22.0,2,94.86579301075267,0.09507811949016938,0.20714899102892598,0.20714899102892598,0.2375942684471766,0.1361679212026342,0.14998448255306743,1.031055403741603,0.14039667097223682
2,2018-12-04,Mason Appleton,away,Winnipeg Jets,New York Islanders,C,7.2833333333333,0,0,0,0.0,0,0,0,0,0,0,0,0.03,0.11,20182019,0.28806666666666564,0.28806666666666564,0.28806666666666564,0.28806666666666564,-0.28806666666666564,0.28806666666666564,-0.25806666666666567,0.17806666666666565,0.0,0.0,-0.5612916666666661,0.7208712499999989,0.15957958333333278,1996-01-15,22.9013698630137,22.0,3,55.147728494623635,0.20703266710931234,0.20331020902203864,0.20331020902203864,0.22871506864065325,0.14197074082394803,0.15578401523129107,1.0307864120446324,0.1463415105492358
3,2018-12-07,Mason Appleton,home,Winnipeg Jets,St Louis Blues,C,8.0166666666667,0,0,0,0.0,0,0,0,0,0,0,0,0.08,0.18,20182019,0.3115333333333344,0.3115333333333344,0.3115333333333344,0.3115333333333344,-0.3115333333333344,0.3115333333333344,-0.23153333333333437,0.1315333333333344,0.0,0.0,-0.544708333333334,0.6269512500000011,0.08224291666666705,1996-01-15,22.90958904109589,22.0,4,52.65299731182797,0.20324547956488298,0.19416481677321487,0.19416481677321487,0.22450514923050605,0.14773466881387431,0.1615711646833945,1.0303855201502168,0.1522236635700039
4,2018-12-09,Mason Appleton,home,Winnipeg Jets,Philadelphia Flyers,C,11.05,0,0,0,0.02,1,0,0,0,0,0,0,0.25,0.59,20182019,0.4086,0.4086,0.4086,0.4086,-0.4086,0.4086,-0.15860000000000002,-0.18139999999999995,0.060000000000000005,0.0,-0.49912500000000004,0.03369125000000006,-0.40543375,1996-01-15,22.915068493150685,22.0,5,36.92149193548387,0.19425459718789215,0.1515275024787755,0.1515275024787755,0.16730426696805784,0.15345684978039345,0.1673463562414051,1.0301199842841162,0.15807896768406887
5,2018-12-11,Mason Appleton,home,Winnipeg Jets,Chicago Blackhawks,C,6.6166666666667,0,0,0,0.08,0,0,0,0,0,1,0,0.13,0.2,20182019,0.26673333333333443,0.26673333333333443,0.26673333333333443,0.26673333333333443,0.7332666666666656,0.26673333333333443,-0.13673333333333443,0.06673333333333442,0.04,0.0,0.139541666666666,0.5450712500000011,0.7246129166666672,1996-01-15,22.92054794520548,22.0,6,73.37461021505378,0.1526300650510894,0.19007988940626364,0.19007988940626364,0.21823493330402566,0.1591365062392705,0.17311033936054937,1.0298558247262382,0.16388765787709605
6,2018-12-13,Mason Appleton,home,Winnipeg Jets,Edmonton Oilers,C,5.1166666666667,0,0,0,0.03,0,0,0,0,0,0,1,0.11,0.19,20182019,0.2187333333333344,0.2187333333333344,0.2187333333333344,0.2187333333333344,-0.2187333333333344,-0.7812666666666657,-0.10873333333333439,0.028733333333334388,0.015,0.0,-0.46795833333333403,0.07327125000000112,-0.3796870833333329,1996-01-15,22.926027397260274,22.0,7,37.752029569892485,0.18988745068217738,0.15366009248360918,0.15366009248360918,0.16861330569224428,0.1647744424870284,0.17886406913874475,1.029593038057647,0.1696506188344746
7,2018-12-14,Mason Appleton,away,Winnipeg Jets,Chicago Blackhawks,C,7.7333333333333,0,0,0,0.01,1,0,0,0,1,0,0,0.31,0.18,20182019,0.3024666666666656,0.3024666666666656,0.3024666666666656,0.3024666666666656,-0.3024666666666656,0.3024666666666656,0.007533333333334391,0.12246666666666561,0.055,-0.01,-0.39529166666666604,0.6172612499999989,0.2669695833333328,1996-01-15,22.92876712328767,22.0,8,58.611922043010736,0.1549307403087146,0.1605691248284687,0.1605691248284687,0.18426716946377228,0.1703725929379438,0.18460860871199203,1.0294621584926316,0.1753921372738821
8,2018-12-16,Mason Appleton,home,Winnipeg Jets,Tampa Bay Lightning,C,5.7,0,0,0,0.08,0,0,0,0,0,0,1,0.43,0.95,20182019,0.2374,0.2374,0.2374,0.2374,-0.2374,-0.7626,0.1926,-0.7125999999999999,0.04,0.0,-0.279625,-1.1987787499999998,-1.4384037499999998,1996-01-15,22.934246575342467,22.0,9,3.599879032258073,0.1614209887958208,0.06723658837558501,0.06723658837558501,0.07001670220639139,0.17593364113887244,0.19034505364305518,1.0292014247811911,0.1810711541270703
9,2018-12-18,Mason Appleton,away,Winnipeg Jets,Los Angeles Kings,C,6.55,0,0,0,0.12,0,0,0,0,0,0,0,0.18,0.02,20182019,0.2646,0.2646,0.2646,0.2646,-0.2646,0.2646,-0.08460000000000001,0.2446,0.06,0.0,-0.452875,0.84879125,0.45591624999999997,1996-01-15,22.93972602739726,22.0,10,64.70697580645161,0.07350343527397665,0.08902412100436435,0.08902412100436435,0.099509447738629,0.18156711397003053,0.19619595847901952,1.0289420554790858,0.18682203945572864
