,Date,Player,Venue,Team,Opposition,Position,TOI,Goals,First Assists,Second Assists,ixG,Shots Blocked,Total Penalties,Penalties Drawn,Faceoffs Won,Faceoffs Lost,GF,GA,xGF,xGA,Season,exGF,exGA,eGF,eGA,GFAA,GAAA,xGFAA,xGAAA,Production,Misc,Offense,Defense,Score,dob,Age,RoundAge,Career Game,Adjusted,Projection,Kalman,XGB,adjXGB,XGB_Lowess,adjXGB_Lowess,multiplier,Potential
0,2009-01-08,Mikael Backlund,home,Calgary Flames,New York Islanders,C,10.73333333,0,0,0,0.26,0,0,0,2,5,0,0,0.42,0.21,20082009,0.39846666656,0.39846666656,0.39846666656,0.39846666656,-0.39846666656,0.39846666656,0.02153333343999997,0.18846666656000002,0.13,-0.03,-0.38654166660000006,0.668861249886,0.382319583286,1989-03-17,19.827397260273973,19.0,1,62.332889783419354,0.0,0.035937722275649425,0.035937722275649425,0.04147604313424781,0.5379893617248781,0.5789551526458886,1.659835571215839,0.8929738795266576
1,2010-01-27,Mikael Backlund,away,Calgary Flames,Dallas Stars,C,8.6166666666667,0,0,0,0.1,0,0,0,4,2,0,1,0.19,0.04,20092010,0.3307333333333344,0.3307333333333344,0.3307333333333344,0.3307333333333344,-0.3307333333333344,-0.6692666666666656,-0.14073333333333438,0.2907333333333344,0.05,0.02,-0.487958333333334,0.44797125000000115,0.030012916666667167,1989-03-17,20.87945205479452,20.0,2,50.96815860215055,0.0360876443012511,0.035423634356609,0.035423634356609,0.1443571457347826,0.5379388610259466,0.5789490261117438,1.2729522326325848,0.6847704741628085
2,2010-01-28,Mikael Backlund,away,Calgary Flames,Phoenix Coyotes,C,14.916666666667,1,0,0,0.1,0,0,0,11,7,1,0,0.34,0.37,20092010,0.532333333333344,0.532333333333344,0.532333333333344,0.532333333333344,0.467666666666656,0.532333333333344,-0.19233333333334396,0.162333333333344,0.8,0.04,0.10479166666665995,0.5399312500000114,1.4847229166666716,1989-03-17,20.882191780821916,20.0,3,97.89428763440876,0.03509026995453584,0.1523799782978431,0.1523799782978431,0.1586373180251459,0.5378820575730591,0.5789328542641001,1.2723205512649873,0.6843583960069002
3,2010-01-30,Mikael Backlund,home,Calgary Flames,Edmonton Oilers,C,13.583333333333,0,0,1,0.1,0,1,0,3,5,2,0,0.39,0.34,20092010,0.489666666666656,0.489666666666656,0.489666666666656,0.489666666666656,1.510333333333344,0.489666666666656,-0.09966666666665597,0.14966666666665596,0.6000000000000001,-0.16999999999999998,0.78770833333334,0.5453312499999885,1.7630395833333286,1989-03-17,20.887671232876713,20.0,4,106.87224462365576,0.239866491462116,0.2740487922343721,0.2740487922343721,0.29833383737522867,0.5378185319822746,0.5789060349077446,1.271061129927743,0.6836002309574699
4,2010-02-03,Mikael Backlund,home,Calgary Flames,Carolina Hurricanes,C,9.4833333333333,0,0,0,0.29,0,0,0,3,4,0,0,0.37,0.33,20092010,0.3584666666666656,0.3584666666666656,0.3584666666666656,0.3584666666666656,-0.3584666666666656,0.3584666666666656,0.011533333333334395,0.028466666666665585,0.145,-0.01,-0.39279166666666604,0.4221112499999988,0.16431958333333274,1989-03-17,20.898630136986302,20.0,5,55.30063172043009,0.42903034614243174,0.2662459737713931,0.2662459737713931,0.28988170518170614,0.5377479061167878,0.5788680280781012,1.2685579611409854,0.6821643873913463
5,2010-02-05,Mikael Backlund,away,Calgary Flames,Florida Panthers,C,12.266666666667,0,0,0,0.19,0,0,0,4,1,0,0,0.38,0.09,20092010,0.447533333333344,0.447533333333344,0.447533333333344,0.447533333333344,-0.447533333333344,0.447533333333344,-0.06753333333334399,0.35753333333334403,0.095,0.03,-0.44220833333334003,0.9253012500000114,0.6080929166666713,1989-03-17,20.904109589041095,20.0,6,69.61590053763456,0.3995882638849872,0.2892425730325232,0.2892425730325232,0.30946002744951373,0.537669842083672,0.5788183543922064,1.2673141616975945,0.6813966051903467
6,2010-02-06,Mikael Backlund,away,Calgary Flames,Tampa Bay Lightning,C,11.133333333333,0,0,0,0.15,0,0,0,2,3,0,0,0.09,0.11,20092010,0.411266666666656,0.411266666666656,0.411266666666656,0.411266666666656,-0.411266666666656,0.411266666666656,-0.32126666666665604,0.301266666666656,0.075,-0.01,-0.6007916666666601,0.8525412499999886,0.3167495833333286,1989-03-17,20.90684931506849,20.0,7,60.2177284946235,0.4205295216101172,0.2910008352292381,0.2910008352292381,0.3094072412723377,0.5375840410164359,0.5787565930906804,1.266694196928273,0.68095458511677
7,2010-02-09,Mikael Backlund,away,Calgary Flames,Ottawa Senators,C,13.666666666667,0,0,0,0.08,0,0,0,6,2,0,1,0.14,0.44,20092010,0.492333333333344,0.492333333333344,0.492333333333344,0.492333333333344,-0.492333333333344,-0.507666666666656,-0.352333333333344,0.052333333333344,0.04,0.04,-0.62020833333334,-0.05931874999998865,-0.5995270833333287,1989-03-17,20.915068493150685,20.0,8,30.660416666666816,0.4110412084708586,0.23670100432178862,0.23670100432178862,0.24449675973328316,0.5374902416829922,0.5786823798298745,1.264842004072128,0.6798402344595282
8,2010-02-11,Mikael Backlund,home,Calgary Flames,Dallas Stars,C,8.5,0,0,0,0.21,0,1,0,6,2,0,0,0.26,0.07,20092010,0.327,0.327,0.327,0.327,-0.327,0.327,-0.067,0.257,0.105,-0.10999999999999999,-0.441875,0.8304812500000001,0.38360625000000004,1989-03-17,20.92054794520548,20.0,9,62.37439516129032,0.3259422463940794,0.24527590850761,0.24527590850761,0.2582092675111599,0.537388218955152,0.578595404278044,1.2636135949666407,0.6790510592466399
9,2010-02-13,Mikael Backlund,home,Calgary Flames,Anaheim Ducks,C,14.05,0,0,0,0.19,0,0,0,6,10,0,1,0.55,0.51,20092010,0.5046,0.5046,0.5046,0.5046,-0.5046,-0.49539999999999995,0.045399999999999996,-0.00539999999999996,0.095,-0.04,-0.371625,-0.16520875000000002,-0.48183375,1989-03-17,20.926027397260274,20.0,10,34.45697580645161,0.3304367232156525,0.2045176003851146,0.2045176003851146,0.2183009980328802,0.5372777821722828,0.5784954075640791,1.2623902653423806,0.678254241999034
